timestamp,accX,accY,accZ,pressure,gyroX,gyroY,gyroZ
0.0,-100811.03846153847,-7631.7307692307695,-5422.942307692308,2058.673076923077,-13.73076923076923,35.84615384615385,-23.096153846153847
2.0,-100901.15384615384,-7090.923076923077,-5287.7692307692305,2057.6923076923076,-15.923076923076923,35.38461538461539,-23.384615384615383
4.0,-100961.23076923077,-6730.384615384615,-5197.653846153846,2057.0384615384614,-17.384615384615383,35.07692307692308,-23.576923076923077
6.0,-101021.30769230769,-6369.846153846154,-5107.538461538462,2056.3846153846152,-18.846153846153847,34.76923076923077,-23.76923076923077
8.0,-101081.38461538461,-6009.307692307692,-5017.423076923077,2055.730769230769,-20.307692307692307,34.46153846153846,-23.96153846153846
10.0,-101141.46153846153,-5648.7692307692305,-4927.307692307692,2055.076923076923,-21.769230769230766,34.15384615384615,-24.153846153846153
12.0,-101201.53846153847,-5288.2307692307695,-4837.192307692308,2054.423076923077,-23.23076923076923,33.84615384615385,-24.346153846153847
14.0,-101261.61538461539,-4927.692307692308,-4747.076923076923,2053.769230769231,-24.692307692307693,33.53846153846154,-24.53846153846154
16.0,-101321.69230769231,-4567.153846153846,-4656.961538461538,2053.1153846153848,-26.153846153846153,33.23076923076923,-24.73076923076923
18.0,-101381.76923076923,-4206.615384615385,-4566.846153846154,2052.4615384615386,-27.615384615384613,32.92307692307692,-24.923076923076923
20.0,-101441.84615384616,-3846.076923076923,-4476.7307692307695,2051.8076923076924,-29.076923076923077,32.61538461538461,-25.115384615384617
22.0,-101501.92307692308,-3485.538461538461,-4386.615384615385,2051.153846153846,-30.538461538461537,32.30769230769231,-25.307692307692307
24.0,-101562.0,-3125.0,-4296.5,2050.5,-32.0,32.0,-25.5
26.0,-101622.07692307692,-2764.461538461538,-4206.384615384615,2049.846153846154,-33.46153846153846,31.692307692307693,-25.692307692307693
28.0,-101682.15384615384,-2403.923076923077,-4116.2692307692305,2049.1923076923076,-34.92307692307692,31.384615384615383,-25.884615384615383
30.0,-101742.23076923077,-2043.3846153846152,-4026.153846153846,2048.5384615384614,-36.38461538461539,31.076923076923077,-26.076923076923077
32.0,-101802.30769230769,-1682.8461538461534,-3936.038461538462,2047.8846153846155,-37.84615384615384,30.76923076923077,-26.26923076923077
34.0,-101862.38461538461,-1322.3076923076924,-3845.923076923077,2047.2307692307693,-39.30769230769231,30.46153846153846,-26.46153846153846
36.0,-101922.46153846153,-961.7692307692305,-3755.8076923076924,2046.576923076923,-40.76923076923077,30.153846153846153,-26.653846153846153
